Title,Alternate Title,Description,URL
Jurassic Park,Yura davriga sayohat,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",https://www.imdb.com/title/tt0107290/
All About Eve,,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,https://www.imdb.com/title/tt0042192/
There Will Be Blood,,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://www.imdb.com/title/tt0469494/
The Sixth Sense,Oltinchi hissiyot,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",https://www.imdb.com/title/tt0167404/
Ran,,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",https://www.imdb.com/title/tt0089881/
Casino,Kazino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",https://www.imdb.com/title/tt0112641/
Top Gun: Maverick,Top Gan: Meverik,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://www.imdb.com/title/tt1745960/
No Country for Old Men,Qariyalarga bu yerda joy yo&apos;q,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://www.imdb.com/title/tt0477348/
The Thing,Nimadir,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,https://www.imdb.com/title/tt0084787/
Unforgiven,Kechirilmagan,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself &quot;The Schofield Kid&quot;.,https://www.imdb.com/title/tt0105695/
El laberinto del fauno,Fafn labirinti,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks.",https://www.imdb.com/title/tt0457430/
Kill Bill: Vol. 1,Billning qotili,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",https://www.imdb.com/title/tt0266697/
A Beautiful Mind,Tafakkur o&apos;yinlari,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",https://www.imdb.com/title/tt0268978/
Prisoners,Asiralar,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,https://www.imdb.com/title/tt1392214/
The Treasure of the Sierra Madre,,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,https://www.imdb.com/title/tt0040897/
La meglio gioventù,,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,https://www.imdb.com/title/tt0346336/
Yôjinbô,Tansoqchi,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,https://www.imdb.com/title/tt0055630/
Finding Nemo,Nemoni izlab,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",https://www.imdb.com/title/tt0266543/
Hauru no ugoku shiro,,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",https://www.imdb.com/title/tt0347149/
The Great Escape,Katta qochish,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,https://www.imdb.com/title/tt0057115/
Monty Python and the Holy Grail,Monti Payton va muqaddas Graal,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",https://www.imdb.com/title/tt0071853/
The Elephant Man,Fil odam,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",https://www.imdb.com/title/tt0080678/
Dial M for Murder,,"A London playboy plots the perfect murder of his rich, unfaithful Wife.",https://www.imdb.com/title/tt0046912/
Klaus,,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",https://www.imdb.com/title/tt4729430/
Gone with the Wind,Shamollarda qolgan hislarim,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,https://www.imdb.com/title/tt0031381/
El secreto de sus ojos,Sirli ko&apos;zlar,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.",https://www.imdb.com/title/tt1305806/
Chinatown,Çin məhəlləsi,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",https://www.imdb.com/title/tt0071315/
"Lock, Stock and Two Smoking Barrels","Qarta, pul va ikki miltiq","When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",https://www.imdb.com/title/tt0120735/
Rashômon,,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter.",https://www.imdb.com/title/tt0042876/
V for Vendetta,V - Vendetta demakdir,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman.",https://www.imdb.com/title/tt0434409/
Inside Out,Boshqotirma,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",https://www.imdb.com/title/tt2096673/
"Three Billboards Outside Ebbing, Missouri","Ebbing, Missuri chegarasidagi uch bilbord",A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.,https://www.imdb.com/title/tt5027774/
Catch Me If You Can,Qo&apos;lingdan kelsa tutib ol,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",https://www.imdb.com/title/tt0264464/
Trainspotting,,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",https://www.imdb.com/title/tt0117951/
The Bridge on the River Kwai,,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",https://www.imdb.com/title/tt0050212/
Raging Bull,Quturgan buqa,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",https://www.imdb.com/title/tt0081398/
The Wild Robot,Yovvoyi robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island&apos;s animals and cares for an orphaned baby goose.",https://www.imdb.com/title/tt29623480/
Harry Potter and the Deathly Hallows: Part 2,Garri Potter va Ajal tuhfasi: 2-qism,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.",https://www.imdb.com/title/tt1201607/
Fargo,,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.,https://www.imdb.com/title/tt0116282/
Warrior,Jangchi,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",https://www.imdb.com/title/tt1291584/
Gran Torino,,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",https://www.imdb.com/title/tt1205489/
Million Dollar Baby,Millionga teng qizaloq,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",https://www.imdb.com/title/tt0405159/
Ben-Hur,Ben-Xur,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge.",https://www.imdb.com/title/tt0052618/
Mad Max: Fury Road,Telba Maks: G&apos;azab yo&apos;li,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",https://www.imdb.com/title/tt1392190/
Tonari no Totoro,Qo&apos;shnim Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",https://www.imdb.com/title/tt0096283/
Dead Poets Society,O&apos;lik shoirlar jamiyati,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",https://www.imdb.com/title/tt0097165/
Barry Lyndon,,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.,https://www.imdb.com/title/tt0072684/
Bacheha-ye aseman,,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair.",https://www.imdb.com/title/tt0118849/
Hacksaw Ridge,Vijdon amri,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",https://www.imdb.com/title/tt2119532/
The Grand Budapest Hotel,Grand Budapesht mehmonxonasi,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge.",https://www.imdb.com/title/tt2278388/
Spider-Man: No Way Home,O&apos;rgimchak-odam: Uyga yo&apos;l yo&apos;q,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",https://www.imdb.com/title/tt10872600/
12 Years a Slave,12 yil qullikda,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",https://www.imdb.com/title/tt2024544/
Before Sunrise,,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",https://www.imdb.com/title/tt0112471/
Blade Runner,Tig&apos;dor ovchilar,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,https://www.imdb.com/title/tt0083658/
Salinui chueok,Qotillik xotiralari,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",https://www.imdb.com/title/tt0353969/
Gone Girl,Yo&apos;qotilgan qiz,The husband of a missing woman becomes the chief suspect in her disappearance.,https://www.imdb.com/title/tt2267998/
Ratatouille,Ratatuy,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://www.imdb.com/title/tt0382932/
How to Train Your Dragon,Ajdarni qanday bo&apos;ysuntirish mumkin,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",https://www.imdb.com/title/tt0892769/
"Monsters, Inc.",Mahluqlar uyushmasi,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",https://www.imdb.com/title/tt0198781/
In the Name of the Father,Otaning nomidan,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",https://www.imdb.com/title/tt0107207/
Jaws,Jag&apos;lar,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",https://www.imdb.com/title/tt0073195/
Relatos salvajes,Yovvoyi hikoyalar,Six short stories that explore the extremities of human behavior involving people in distress.,https://www.imdb.com/title/tt3011894/
The Gold Rush,Oltin talvasasi,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",https://www.imdb.com/title/tt0015864/
Ford v Ferrari,Ford Ferrariga qarshi,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://www.imdb.com/title/tt1950186/
Sherlock Jr.,,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch.",https://www.imdb.com/title/tt0015324/
Mary and Max.,,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome.",https://www.imdb.com/title/tt0978762/
Le salaire de la peur,Qo&apos;rquv uchun to&apos;lov,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",https://www.imdb.com/title/tt0046268/
The Deer Hunter,Kiyik ovchisi,The lives of a group of friends are forever changed by the Vietnam War.,https://www.imdb.com/title/tt0077416/
The General,,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene...",https://www.imdb.com/title/tt0017925/
Mr. Smith Goes to Washington,Janob Smit Vashingtonga boradi,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c...",https://www.imdb.com/title/tt0031679/
On the Waterfront,,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims.",https://www.imdb.com/title/tt0047296/
Logan,,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://www.imdb.com/title/tt3315342/
Rocky,Rokki,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://www.imdb.com/title/tt0075148/
Smultronstället,,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",https://www.imdb.com/title/tt0050986/
Tôkyô monogatari,,"An old couple visit their children and grandchildren in the city, but receive little attention.",https://www.imdb.com/title/tt0046438/
The Third Man,,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",https://www.imdb.com/title/tt0041959/
Spotlight,Diqqat markazida,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://www.imdb.com/title/tt1895587/
Maharaja,,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds.",https://www.imdb.com/title/tt26548265/
Pirates of the Caribbean: The Curse of the Black Pearl,Karib dengizi qaroqchilari: Qora Marvarid tavqi lan&apos;ati,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead.",https://www.imdb.com/title/tt0325980/
The Terminator,Terminator,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,https://www.imdb.com/title/tt0088247/
The Big Lebowski,Katta Lebovski,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",https://www.imdb.com/title/tt0118715/
La haine,,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://www.imdb.com/title/tt0113247/
Det sjunde inseglet,,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://www.imdb.com/title/tt0050976/
Room,Xona,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",https://www.imdb.com/title/tt3170832/
Jai Bhim,,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",https://www.imdb.com/title/tt15097216/
Hotel Rwanda,Ruanda mehmonxonasi,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",https://www.imdb.com/title/tt0395169/
Platoon,Vzvod,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",https://www.imdb.com/title/tt0091763/
The Best Years of Our Lives,Hayotimizning eng yaxshi yillari,"Three World War II veterans, two of them traumatized or disabled, return home to the American Midwest to discover that they and their families have been irreparably changed.",https://www.imdb.com/title/tt0036868/
Before Sunset,,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour.",https://www.imdb.com/title/tt0381681/
The Sound of Music,Musiqa tovushi,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,https://www.imdb.com/title/tt0059742/
The Exorcist,Shayton haydovchi,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",https://www.imdb.com/title/tt0070047/
The Incredibles,Ajabtovur oila,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",https://www.imdb.com/title/tt0317705/
Hachi: A Dog&apos;s Tale,,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un...",https://www.imdb.com/title/tt1028532/
Rush,Poyga,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",https://www.imdb.com/title/tt1979320/
The Wizard of Oz,Oz mamlakati sehrgari,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...",https://www.imdb.com/title/tt0032138/
La passion de Jeanne d&apos;Arc,,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",https://www.imdb.com/title/tt0019254/
Stand by Me,Men bilan qoling,A writer recounts a childhood journey with his friends to find the body of a missing boy.,https://www.imdb.com/title/tt0092005/
Koe no katachi,Ovoz shakli,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak...",https://www.imdb.com/title/tt5323662/
Babam ve Oglum,Otam va o&apos;g&apos;lim,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,https://www.imdb.com/title/tt0476735/
The Iron Giant,,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,https://www.imdb.com/title/tt0129167/
Network,Teletarmog&apos;i,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",https://www.imdb.com/title/tt0074958/
Ah-ga-ssi,Cho&apos;ri,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ...",https://www.imdb.com/title/tt4016934/
La battaglia di Algeri,Jazoir jangi,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",https://www.imdb.com/title/tt0058946/
The Grapes of Wrath,G&apos;azab bir guruhlari,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",https://www.imdb.com/title/tt0032551/
To Be or Not to Be,,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy.",https://www.imdb.com/title/tt0035446/
Into the Wild,,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",https://www.imdb.com/title/tt0758758/
Groundhog Day,Sug&apos;ur kuni,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",https://www.imdb.com/title/tt0107048/
The Help,Oqsoch,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b...",https://www.imdb.com/title/tt1454029/
Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado&apos;s journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",https://www.imdb.com/title/tt11032374/
Drishyam,Noo&apos;rin shubha,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",https://www.imdb.com/title/tt4430212/
Gangs of Wasseypur,,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",https://www.imdb.com/title/tt1954470/
